year,race_name,circuitId,driverId,constructorId,quali_position,race_position,grid,q1,q2,q3,laps,statusId
2008,Australian Grand Prix,1,1,1,1,1.0,1,1:26.572,1:25.187,1:26.714,58,1
2008,Australian Grand Prix,1,9,2,2,,2,1:26.103,1:25.315,1:26.869,47,4
2008,Australian Grand Prix,1,5,1,3,5.0,3,1:25.664,1:25.452,1:27.079,58,1
2008,Australian Grand Prix,1,13,6,4,,4,1:25.994,1:25.691,1:27.178,29,5
2008,Australian Grand Prix,1,2,2,5,2.0,5,1:25.960,1:25.518,1:27.236,58,1
2008,Australian Grand Prix,1,15,7,6,,6,1:26.427,1:26.101,1:28.527,19,10
2008,Australian Grand Prix,1,3,3,7,3.0,7,1:26.295,1:26.059,1:28.687,58,1
2008,Australian Grand Prix,1,14,9,8,,8,1:26.381,1:26.063,1:29.041,25,4
2008,Australian Grand Prix,1,10,7,9,,18,1:26.919,1:26.164,1:29.593,43,3
2008,Australian Grand Prix,1,20,5,10,,9,1:26.702,1:25.842,,0,4
2008,Australian Grand Prix,1,22,11,11,,10,1:26.369,1:26.173,,58,2
2008,Australian Grand Prix,1,4,4,12,4.0,11,1:26.907,1:26.188,,58,1
2008,Australian Grand Prix,1,18,11,13,,12,1:26.712,1:26.259,,0,4
2008,Australian Grand Prix,1,6,3,14,6.0,13,1:26.891,1:26.413,,57,11
2008,Australian Grand Prix,1,17,9,15,,14,1:26.914,,,0,4
2008,Australian Grand Prix,1,8,6,16,8.0,15,1:26.140,,,53,5
2008,Australian Grand Prix,1,21,10,17,,16,1:27.207,,,0,4
2008,Australian Grand Prix,1,7,5,18,7.0,17,1:27.446,,,55,5
2008,Australian Grand Prix,1,16,10,19,,22,1:27.859,,,8,9
2008,Australian Grand Prix,1,11,8,20,,19,1:28.208,,,32,7
2008,Australian Grand Prix,1,12,4,21,,20,1:28.330,,,30,8
2008,Australian Grand Prix,1,19,8,22,,21,1:29.059,,,0,4
2008,Malaysian Grand Prix,2,13,6,1,,1,1:35.347,1:34.412,1:35.748,30,20
2008,Malaysian Grand Prix,2,8,6,2,1.0,2,1:35.645,1:34.188,1:36.230,56,1
2008,Malaysian Grand Prix,2,5,1,3,3.0,8,1:35.227,1:34.759,1:36.613,56,1
2008,Malaysian Grand Prix,2,1,1,4,5.0,9,1:35.392,1:34.627,1:36.709,56,1
2008,Malaysian Grand Prix,2,15,7,5,4.0,3,1:35.205,1:34.960,1:36.711,56,1
2008,Malaysian Grand Prix,2,9,2,6,2.0,4,1:35.794,1:34.811,1:36.727,56,1
2008,Malaysian Grand Prix,2,2,2,7,6.0,5,1:35.729,1:34.648,1:36.753,56,1
2008,Malaysian Grand Prix,2,17,9,8,7.0,6,1:35.440,1:34.967,1:37.009,56,1
2008,Malaysian Grand Prix,2,4,4,9,8.0,7,1:35.983,1:35.140,1:38.450,56,1
2008,Malaysian Grand Prix,2,10,7,10,,10,1:35.891,1:35.000,1:39.656,1,4
2008,Malaysian Grand Prix,2,18,11,11,10.0,11,1:35.847,1:35.208,,56,1
2008,Malaysian Grand Prix,2,14,9,12,9.0,12,1:36.058,1:35.408,,56,1
2008,Malaysian Grand Prix,2,12,4,13,11.0,13,1:36.074,1:35.562,,56,1
2008,Malaysian Grand Prix,2,22,11,14,13.0,14,1:36.198,1:35.622,,55,11
2008,Malaysian Grand Prix,2,20,5,15,,15,1:36.111,1:35.648,,39,5
2008,Malaysian Grand Prix,2,3,3,16,14.0,16,1:35.843,1:35.670,,55,11
2008,Malaysian Grand Prix,2,21,10,17,12.0,17,1:36.240,,,55,11
2008,Malaysian Grand Prix,2,6,3,18,17.0,22,1:36.388,,,54,12
2008,Malaysian Grand Prix,2,7,5,19,,18,1:36.677,,,0,20
2008,Malaysian Grand Prix,2,11,8,20,16.0,19,1:37.087,,,54,12
2008,Malaysian Grand Prix,2,16,10,21,,20,1:37.101,,,5,9
2008,Malaysian Grand Prix,2,19,8,22,15.0,21,1:37.481,,,55,11
2008,Bahrain Grand Prix,3,9,2,1,3.0,1,1:32.893,1:31.745,1:33.096,57,1
2008,Bahrain Grand Prix,3,13,6,2,1.0,2,1:31.937,1:31.188,1:33.123,57,1
2008,Bahrain Grand Prix,3,1,1,3,13.0,3,1:32.750,1:31.922,1:33.292,56,11
2008,Bahrain Grand Prix,3,8,6,4,2.0,4,1:32.652,1:31.933,1:33.418,57,1
2008,Bahrain Grand Prix,3,5,1,5,5.0,5,1:33.057,1:31.718,1:33.488,57,1
2008,Bahrain Grand Prix,3,2,2,6,4.0,6,1:33.137,1:31.909,1:33.737,57,1
2008,Bahrain Grand Prix,3,15,7,7,6.0,7,1:32.493,1:32.159,1:33.994,57,1
2008,Bahrain Grand Prix,3,3,3,8,8.0,8,1:32.903,1:32.185,1:34.015,57,1
2008,Bahrain Grand Prix,3,18,11,9,,9,1:32.793,1:32.362,1:35.057,19,4
2008,Bahrain Grand Prix,3,4,4,10,10.0,10,1:32.947,1:32.345,1:35.115,57,1
2008,Bahrain Grand Prix,3,17,9,11,7.0,11,1:33.194,1:32.371,,57,1
2008,Bahrain Grand Prix,3,22,11,12,11.0,12,1:32.944,1:32.508,,57,1
2008,Bahrain Grand Prix,3,10,7,13,9.0,13,1:32.800,1:32.528,,57,1
2008,Bahrain Grand Prix,3,12,4,14,,14,1:32.975,1:32.790,,40,6
2008,Bahrain Grand Prix,3,7,5,15,15.0,15,1:33.415,1:32.915,,56,11
2008,Bahrain Grand Prix,3,6,3,16,14.0,16,1:33.386,1:32.943,,56,11
2008,Bahrain Grand Prix,3,14,9,17,18.0,17,1:33.433,,,56,11
2008,Bahrain Grand Prix,3,21,10,18,12.0,18,1:33.501,,,56,11
2008,Bahrain Grand Prix,3,20,5,19,,19,1:33.562,,,0,5
2008,Bahrain Grand Prix,3,16,10,20,19.0,20,1:33.845,,,56,12
2008,Bahrain Grand Prix,3,19,8,21,16.0,21,1:34.140,,,56,11
2008,Bahrain Grand Prix,3,11,8,22,17.0,22,1:35.725,,,56,11
2008,Spanish Grand Prix,4,8,6,1,1.0,1,1:20.701,1:20.784,1:21.813,66,1
2008,Spanish Grand Prix,4,4,4,2,,2,1:21.347,1:20.804,1:21.904,34,5
2008,Spanish Grand Prix,4,13,6,3,2.0,3,1:21.528,1:20.584,1:22.058,66,1
2008,Spanish Grand Prix,4,9,2,4,4.0,4,1:21.423,1:20.597,1:22.065,66,1
2008,Spanish Grand Prix,4,1,1,5,3.0,5,1:21.366,1:20.825,1:22.096,66,1
2008,Spanish Grand Prix,4,5,1,6,,6,1:21.430,1:20.817,1:22.231,21,3
2008,Spanish Grand Prix,4,17,9,7,5.0,7,1:21.494,1:20.984,1:22.429,66,1
2008,Spanish Grand Prix,4,15,7,8,8.0,8,1:21.158,1:20.907,1:22.529,66,1
2008,Spanish Grand Prix,4,2,2,9,9.0,9,1:21.466,1:20.815,1:22.542,66,1
2008,Spanish Grand Prix,4,12,4,10,,10,1:21.409,1:20.894,1:22.699,6,4
2008,Spanish Grand Prix,4,22,11,11,,11,1:21.548,1:21.049,,34,4
2008,Spanish Grand Prix,4,6,3,12,7.0,12,1:21.690,1:21.117,,66,1
2008,Spanish Grand Prix,4,18,11,13,6.0,13,1:21.757,1:21.211,,66,1
2008,Spanish Grand Prix,4,10,7,14,11.0,14,1:21.427,1:21.230,,65,11
2008,Spanish Grand Prix,4,3,3,15,,15,1:21.472,1:21.349,,41,5
2008,Spanish Grand Prix,4,7,5,16,,16,1:21.540,1:21.724,,7,4
2008,Spanish Grand Prix,4,14,9,17,12.0,17,1:21.810,,,65,11
2008,Spanish Grand Prix,4,20,5,18,,18,1:22.108,,,0,4
2008,Spanish Grand Prix,4,21,10,19,10.0,19,1:22.516,,,65,11
2008,Spanish Grand Prix,4,16,10,20,,20,1:23.224,,,0,4
2008,Spanish Grand Prix,4,19,8,21,,21,1:23.318,,,8,21
2008,Spanish Grand Prix,4,11,8,22,13.0,22,1:23.496,,,65,11
2008,Turkish Grand Prix,5,13,6,1,1.0,1,1:25.994,1:26.192,1:27.617,58,1
2008,Turkish Grand Prix,5,5,1,2,12.0,2,1:26.736,1:26.290,1:27.808,57,11
2008,Turkish Grand Prix,5,1,1,3,2.0,3,1:26.192,1:26.477,1:27.923,58,1
2008,Turkish Grand Prix,5,8,6,4,3.0,4,1:26.457,1:26.050,1:27.936,58,1
2008,Turkish Grand Prix,5,9,2,5,4.0,5,1:26.761,1:26.129,1:28.390,58,1
2008,Turkish Grand Prix,5,17,9,6,7.0,6,1:26.773,1:26.466,1:28.417,58,1
2008,Turkish Grand Prix,5,4,4,7,6.0,7,1:26.836,1:26.522,1:28.422,58,1
2008,Turkish Grand Prix,5,15,7,8,10.0,8,1:26.695,1:26.822,1:28.836,58,1
2008,Turkish Grand Prix,5,2,2,9,5.0,9,1:27.107,1:27.607,1:28.882,58,1
2008,Turkish Grand Prix,5,14,9,10,9.0,10,1:26.939,1:26.520,1:29.959,58,1
2008,Turkish Grand Prix,5,3,3,11,8.0,11,1:27.367,1:27.012,,58,1
2008,Turkish Grand Prix,5,22,11,12,14.0,12,1:27.355,1:27.219,,57,11
2008,Turkish Grand Prix,5,18,11,13,11.0,13,1:27.428,1:27.298,,57,11
2008,Turkish Grand Prix,5,20,5,14,17.0,14,1:27.442,1:27.412,,57,11
2008,Turkish Grand Prix,5,10,7,15,13.0,15,1:26.614,1:27.806,,57,11
2008,Turkish Grand Prix,5,6,3,16,,16,1:27.547,,,1,4
2008,Turkish Grand Prix,5,12,4,17,15.0,17,1:27.568,,,57,11
2008,Turkish Grand Prix,5,7,5,18,,18,1:27.621,,,24,22
2008,Turkish Grand Prix,5,21,10,19,,20,1:27.807,,,0,4
2008,Turkish Grand Prix,5,16,10,20,16.0,19,1:28.325,,,57,11
2008,Monaco Grand Prix,6,13,6,1,3.0,1,1:15.190,1:15.110,1:15.787,76,1
2008,Monaco Grand Prix,6,8,6,2,9.0,2,1:15.717,1:15.404,1:15.815,76,1
2008,Monaco Grand Prix,6,1,1,3,1.0,3,1:15.582,1:15.322,1:15.839,76,1
2008,Monaco Grand Prix,6,5,1,4,8.0,4,1:15.295,1:15.389,1:16.165,76,1
2008,Monaco Grand Prix,6,9,2,5,2.0,5,1:15.977,1:15.483,1:16.171,76,1
2008,Monaco Grand Prix,6,3,3,6,,6,1:15.935,1:15.287,1:16.548,59,3
2008,Monaco Grand Prix,6,4,4,7,10.0,7,1:16.646,1:15.827,1:16.852,75,11
2008,Monaco Grand Prix,6,15,7,8,13.0,8,1:16.306,1:15.598,1:17.203,75,11
2008,Monaco Grand Prix,6,17,9,9,4.0,9,1:16.074,1:15.745,1:17.343,76,1
2008,Monaco Grand Prix,6,14,9,10,,15,1:16.086,1:15.839,,7,3
2008,Monaco Grand Prix,6,10,7,11,12.0,10,1:16.285,1:15.907,,75,11
2008,Monaco Grand Prix,6,18,11,12,11.0,11,1:16.259,1:16.101,,75,11
2008,Monaco Grand Prix,6,2,2,13,14.0,12,1:16.650,1:16.455,,72,14
2008,Monaco Grand Prix,6,6,3,14,7.0,13,1:16.756,1:16.479,,76,1
2008,Monaco Grand Prix,6,22,11,15,6.0,14,1:16.208,1:16.537,,76,1
2008,Monaco Grand Prix,6,7,5,16,,16,1:16.806,,,7,4
2008,Monaco Grand Prix,6,12,4,17,,17,1:16.933,,,47,3
2008,Monaco Grand Prix,6,20,5,18,5.0,19,1:16.955,,,76,1
2008,Monaco Grand Prix,6,16,10,19,,18,1:17.225,,,67,4
2008,Monaco Grand Prix,6,21,10,20,,20,1:17.823,,,36,6
2008,Canadian Grand Prix,7,1,1,1,,1,1:16.909,1:17.034,1:17.886,19,4
2008,Canadian Grand Prix,7,9,2,2,1.0,2,1:17.471,1:17.679,1:18.498,70,1
2008,Canadian Grand Prix,7,8,6,3,,3,1:17.301,1:17.364,1:18.735,19,4
2008,Canadian Grand Prix,7,4,4,4,,4,1:17.415,1:17.488,1:18.746,44,20
2008,Canadian Grand Prix,7,3,3,5,10.0,5,1:17.991,1:17.891,1:18.844,70,1
2008,Canadian Grand Prix,7,13,6,6,5.0,6,1:17.231,1:17.353,1:19.048,70,1
2008,Canadian Grand Prix,7,5,1,7,9.0,7,1:17.287,1:17.684,1:19.089,70,1
2008,Canadian Grand Prix,7,2,2,8,2.0,8,1:18.082,1:17.781,1:19.633,70,1
2008,Canadian Grand Prix,7,22,11,9,7.0,9,1:18.256,1:18.020,1:20.848,70,1
2008,Canadian Grand Prix,7,17,9,10,12.0,10,1:17.582,1:17.523,,70,1
2008,Canadian Grand Prix,7,10,7,11,4.0,11,1:18.321,1:18.031,,70,1
2008,Canadian Grand Prix,7,6,3,12,,12,1:17.638,1:18.062,,46,3
2008,Canadian Grand Prix,7,14,9,13,3.0,13,1:18.168,1:18.238,,70,1
2008,Canadian Grand Prix,7,15,7,14,6.0,14,1:18.039,1:18.327,,70,1
2008,Canadian Grand Prix,7,12,4,15,,15,1:18.505,1:18.393,,43,23
2008,Canadian Grand Prix,7,7,5,16,13.0,18,1:18.916,,,69,11
2008,Canadian Grand Prix,7,16,10,17,,16,1:19.108,,,13,6
2008,Canadian Grand Prix,7,21,10,18,,17,1:19.165,,,51,20
2008,Canadian Grand Prix,7,18,11,19,11.0,20,1:23.565,,,70,1
2008,Canadian Grand Prix,7,20,5,20,8.0,19,,,,70,1
2008,French Grand Prix,8,8,6,1,2.0,1,1:15.133,1:15.161,1:16.449,70,1
2008,French Grand Prix,8,13,6,2,1.0,2,1:15.024,1:15.041,1:16.490,70,1
2008,French Grand Prix,8,1,1,3,10.0,13,1:15.634,1:15.293,1:16.693,70,1
2008,French Grand Prix,8,4,4,4,8.0,3,1:15.754,1:15.483,1:16.840,70,1
2008,French Grand Prix,8,15,7,5,3.0,4,1:15.521,1:15.362,1:16.920,70,1
2008,French Grand Prix,8,5,1,6,4.0,10,1:15.965,1:15.639,1:16.944,70,1
2008,French Grand Prix,8,9,2,7,5.0,5,1:15.687,1:15.723,1:17.037,70,1
2008,French Grand Prix,8,17,9,8,6.0,6,1:16.020,1:15.488,1:17.233,70,1
2008,French Grand Prix,8,14,9,9,9.0,7,1:15.802,1:15.654,1:17.426,70,1
2008,French Grand Prix,8,10,7,10,11.0,8,1:15.727,1:15.558,1:17.596,70,1
2008,French Grand Prix,8,12,4,11,7.0,9,1:15.848,1:15.770,,70,1
2008,French Grand Prix,8,2,2,12,13.0,11,1:16.006,1:15.786,,70,1
2008,French Grand Prix,8,20,5,13,12.0,12,1:15.918,1:15.816,,70,1
2008,French Grand Prix,8,7,5,14,17.0,14,1:16.072,1:16.045,,69,11
2008,French Grand Prix,8,3,3,15,16.0,19,1:16.085,1:16.235,,69,11
2008,French Grand Prix,8,6,3,16,15.0,15,1:16.243,,,69,11
2008,French Grand Prix,8,18,11,17,,16,1:16.306,,,16,4
2008,French Grand Prix,8,22,11,18,14.0,20,1:16.330,,,69,11
2008,French Grand Prix,8,21,10,19,18.0,17,1:16.971,,,69,11
2008,French Grand Prix,8,16,10,20,19.0,18,1:17.053,,,69,11
2008,British Grand Prix,9,5,1,1,5.0,1,1:19.957,1:19.597,1:21.049,59,11
2008,British Grand Prix,9,17,9,2,10.0,2,1:20.982,1:19.710,1:21.554,59,11
2008,British Grand Prix,9,8,6,3,4.0,3,1:20.370,1:19.971,1:21.706,59,11
2008,British Grand Prix,9,1,1,4,1.0,4,1:20.288,1:19.537,1:21.835,60,1
2008,British Grand Prix,9,2,2,5,2.0,5,1:21.022,1:19.802,1:21.873,60,1
2008,British Grand Prix,9,4,4,6,6.0,6,1:20.998,1:19.992,1:22.029,59,11
2008,British Grand Prix,9,12,4,7,,7,1:20.818,1:20.115,1:22.491,35,20
2008,British Grand Prix,9,20,5,8,,8,1:20.318,1:20.109,1:23.251,0,4
2008,British Grand Prix,9,13,6,9,13.0,9,1:20.676,1:20.086,1:23.305,58,12
2008,British Grand Prix,9,9,2,10,,10,1:20.444,1:19.788,,39,20
2008,British Grand Prix,9,14,9,11,,11,1:21.224,1:20.174,,0,4
2008,British Grand Prix,9,10,7,12,12.0,12,1:20.893,1:20.274,,59,11
2008,British Grand Prix,9,7,5,13,11.0,13,1:20.584,1:20.531,,59,11
2008,British Grand Prix,9,15,7,14,7.0,14,1:21.145,1:20.601,,59,11
2008,British Grand Prix,9,6,3,15,8.0,15,1:21.407,1:21.112,,59,11
2008,British Grand Prix,9,22,11,16,3.0,16,1:21.512,,,60,1
2008,British Grand Prix,9,18,11,17,,17,1:21.631,,,38,20
2008,British Grand Prix,9,3,3,18,9.0,20,1:21.668,,,59,11
2008,British Grand Prix,9,16,10,19,,18,1:21.786,,,10,20
2008,British Grand Prix,9,21,10,20,,19,1:21.885,,,16,20
2008,German Grand Prix,10,1,1,1,1.0,1,1:15.218,1:14.603,1:15.666,67,1
2008,German Grand Prix,10,13,6,2,3.0,2,1:14.921,1:14.747,1:15.859,67,1
2008,German Grand Prix,10,5,1,3,5.0,3,1:15.476,1:14.855,1:16.143,67,1
2008,German Grand Prix,10,15,7,4,9.0,4,1:15.560,1:15.122,1:16.191,67,1
2008,German Grand Prix,10,4,4,5,11.0,5,1:15.917,1:14.943,1:16.385,67,1
2008,German Grand Prix,10,8,6,6,6.0,6,1:15.201,1:14.949,1:16.389,67,1
2008,German Grand Prix,10,9,2,7,7.0,7,1:15.985,1:15.109,1:16.521,67,1
2008,German Grand Prix,10,17,9,8,,8,1:15.900,1:15.481,1:17.014,40,5
2008,German Grand Prix,10,20,5,9,8.0,9,1:15.532,1:15.420,1:17.244,67,1
2008,German Grand Prix,10,14,9,10,13.0,10,1:15.975,1:15.338,1:17.503,67,1
2008,German Grand Prix,10,10,7,11,,11,1:15.560,1:15.508,,35,22
2008,German Grand Prix,10,2,2,12,4.0,12,1:15.596,1:15.581,,67,1
2008,German Grand Prix,10,3,3,13,10.0,13,1:15.863,1:15.633,,67,1
2008,German Grand Prix,10,18,11,14,17.0,14,1:15.993,1:15.701,,66,11
2008,German Grand Prix,10,7,5,15,12.0,15,1:15.927,1:15.858,,67,1
2008,German Grand Prix,10,6,3,16,14.0,16,1:16.083,,,67,1
2008,German Grand Prix,10,12,4,17,2.0,17,1:16.189,,,67,1
2008,German Grand Prix,10,22,11,18,,18,1:16.246,,,50,4
2008,German Grand Prix,10,16,10,19,15.0,19,1:16.657,,,67,1
2008,German Grand Prix,10,21,10,20,16.0,20,1:16.963,,,67,1
2008,Hungarian Grand Prix,11,1,1,1,5.0,1,1:19.376,1:19.473,1:20.899,70,1
2008,Hungarian Grand Prix,11,5,1,2,1.0,2,1:19.945,1:19.480,1:21.140,70,1
2008,Hungarian Grand Prix,11,13,6,3,17.0,3,1:19.578,1:19.068,1:21.191,67,5
2008,Hungarian Grand Prix,11,9,2,4,8.0,4,1:20.053,1:19.776,1:21.281,70,1
2008,Hungarian Grand Prix,11,10,7,5,2.0,5,1:19.980,1:19.246,1:21.326,70,1
2008,Hungarian Grand Prix,11,8,6,6,3.0,6,1:20.006,1:19.546,1:21.516,70,1
2008,Hungarian Grand Prix,11,4,4,7,4.0,7,1:20.229,1:19.816,1:21.698,70,1
2008,Hungarian Grand Prix,11,17,9,8,9.0,8,1:20.073,1:20.046,1:21.732,70,1
2008,Hungarian Grand Prix,11,15,7,9,7.0,9,1:19.942,1:19.486,1:21.767,70,1
2008,Hungarian Grand Prix,11,12,4,10,6.0,10,1:20.583,1:20.131,1:22.371,70,1
2008,Hungarian Grand Prix,11,20,5,11,,11,1:20.157,1:20.144,,22,25
2008,Hungarian Grand Prix,11,18,11,12,12.0,12,1:20.888,1:20.332,,69,11
2008,Hungarian Grand Prix,11,14,9,13,11.0,13,1:20.505,1:20.502,,70,1
2008,Hungarian Grand Prix,11,7,5,14,18.0,19,1:20.640,1:20.963,,67,13
2008,Hungarian Grand Prix,11,3,3,15,14.0,14,1:20.748,,,69,11
2008,Hungarian Grand Prix,11,2,2,16,10.0,15,1:21.045,,,70,1
2008,Hungarian Grand Prix,11,6,3,17,13.0,16,1:21.085,,,69,11
2008,Hungarian Grand Prix,11,22,11,18,16.0,17,1:21.332,,,68,12
2008,Hungarian Grand Prix,11,21,10,19,15.0,18,1:21.670,,,69,11
2008,Hungarian Grand Prix,11,16,10,20,,20,1:22.113,,,62,23
2008,European Grand Prix,12,13,6,1,1.0,1,1:38.176,1:37.859,1:38.989,57,1
2008,European Grand Prix,12,1,1,2,2.0,2,1:38.464,1:37.954,1:39.199,57,1
2008,European Grand Prix,12,9,2,3,3.0,3,1:38.347,1:38.050,1:39.392,57,1
2008,European Grand Prix,12,8,6,4,,4,1:38.703,1:38.229,1:39.488,45,5
2008,European Grand Prix,12,5,1,5,4.0,5,1:38.656,1:38.120,1:39.937,57,1
2008,European Grand Prix,12,20,5,6,6.0,6,1:38.141,1:37.842,1:40.142,57,1
2008,European Grand Prix,12,15,7,7,5.0,7,1:37.948,1:37.928,1:40.309,57,1
2008,European Grand Prix,12,2,2,8,9.0,8,1:38.738,1:37.859,1:40.631,57,1
2008,European Grand Prix,12,3,3,9,8.0,9,1:38.595,1:38.336,1:40.721,57,1
2008,European Grand Prix,12,7,5,10,10.0,10,1:38.622,1:38.417,1:40.750,57,1
2008,European Grand Prix,12,6,3,11,15.0,11,1:38.667,1:38.428,,56,11
2008,European Grand Prix,12,4,4,12,,12,1:38.268,1:38.435,,0,4
2008,European Grand Prix,12,10,7,13,7.0,13,1:38.532,1:38.499,,57,1
2008,European Grand Prix,12,17,9,14,12.0,14,1:38.559,1:38.515,,56,11
2008,European Grand Prix,12,12,4,15,11.0,15,1:38.787,1:38.744,,57,1
2008,European Grand Prix,12,18,11,16,13.0,16,1:38.880,,,56,11
2008,European Grand Prix,12,14,9,17,17.0,17,1:39.235,,,56,11
2008,European Grand Prix,12,21,10,18,14.0,18,1:39.268,,,56,11
2008,European Grand Prix,12,22,11,19,16.0,19,1:39.811,,,56,11
2008,European Grand Prix,12,16,10,20,,20,1:39.943,,,41,3
2008,Belgian Grand Prix,13,1,1,1,3.0,1,1:46.887,1:46.088,1:47.338,44,1
2008,Belgian Grand Prix,13,13,6,2,1.0,2,1:46.873,1:46.391,1:47.678,44,1
2008,Belgian Grand Prix,13,5,1,3,10.0,3,1:46.812,1:46.037,1:47.815,43,6
2008,Belgian Grand Prix,13,8,6,4,18.0,4,1:46.960,1:46.298,1:47.992,42,20
2008,Belgian Grand Prix,13,2,2,5,2.0,5,1:47.419,1:46.311,1:48.315,44,1
2008,Belgian Grand Prix,13,4,4,6,4.0,6,1:47.154,1:46.491,1:48.504,44,1
2008,Belgian Grand Prix,13,17,9,7,8.0,7,1:47.270,1:46.814,1:48.736,44,1
2008,Belgian Grand Prix,13,9,2,8,6.0,8,1:47.093,1:46.494,1:48.763,44,1
2008,Belgian Grand Prix,13,7,5,9,7.0,9,1:46.777,1:46.544,1:48.951,44,1
2008,Belgian Grand Prix,13,20,5,10,5.0,10,1:47.152,1:46.804,1:50.319,44,1
2008,Belgian Grand Prix,13,15,7,11,16.0,11,1:47.400,1:46.949,,43,11
2008,Belgian Grand Prix,13,12,4,12,,12,1:47.052,1:46.965,,13,20
2008,Belgian Grand Prix,13,10,7,13,9.0,13,1:47.359,1:46.995,,44,1
2008,Belgian Grand Prix,13,14,9,14,11.0,14,1:47.132,1:47.018,,43,11
2008,Belgian Grand Prix,13,3,3,15,12.0,15,1:47.503,1:47.429,,43,11
2008,Belgian Grand Prix,13,22,11,16,,16,1:48.153,,,19,6
2008,Belgian Grand Prix,13,18,11,17,15.0,17,1:48.211,,,43,11
2008,Belgian Grand Prix,13,16,10,18,13.0,18,1:48.226,,,43,11
2008,Belgian Grand Prix,13,6,3,19,14.0,19,1:48.268,,,43,11
2008,Belgian Grand Prix,13,21,10,20,17.0,20,1:48.447,,,43,11
2008,Italian Grand Prix,14,20,5,1,1.0,1,1:35.464,1:35.837,1:37.555,53,1
2008,Italian Grand Prix,14,5,1,2,2.0,2,1:35.214,1:35.843,1:37.631,53,1
2008,Italian Grand Prix,14,17,9,3,8.0,3,1:36.001,1:36.306,1:38.117,53,1
2008,Italian Grand Prix,14,7,5,4,18.0,4,1:35.543,1:36.175,1:38.445,52,11
2008,Italian Grand Prix,14,3,3,5,14.0,5,1:35.485,1:35.898,1:38.767,53,1
2008,Italian Grand Prix,14,13,6,6,6.0,6,1:35.536,1:36.676,1:38.894,53,1
2008,Italian Grand Prix,14,15,7,7,13.0,7,1:35.906,1:36.008,1:39.152,53,1
2008,Italian Grand Prix,14,4,4,8,4.0,8,1:36.297,1:36.518,1:39.751,53,1
2008,Italian Grand Prix,14,10,7,9,11.0,9,1:35.737,1:36.525,1:39.787,53,1
2008,Italian Grand Prix,14,2,2,10,5.0,10,1:35.709,1:36.626,1:39.906,53,1
2008,Italian Grand Prix,14,9,2,11,3.0,11,1:35.553,1:36.697,,53,1
2008,Italian Grand Prix,14,21,10,12,,12,1:36.280,1:36.698,,11,3
2008,Italian Grand Prix,14,14,9,13,16.0,13,1:36.485,1:37.284,,52,11
2008,Italian Grand Prix,14,8,6,14,9.0,14,1:35.965,1:37.522,,53,1
2008,Italian Grand Prix,14,1,1,15,7.0,15,1:35.394,1:39.265,,53,1
2008,Italian Grand Prix,14,22,11,16,17.0,16,1:36.510,,,52,11
2008,Italian Grand Prix,14,12,4,17,10.0,17,1:36.630,,,53,1
2008,Italian Grand Prix,14,6,3,18,12.0,18,1:36.653,,,53,1
2008,Italian Grand Prix,14,18,11,19,15.0,19,1:37.006,,,53,1
2008,Italian Grand Prix,14,16,10,20,19.0,20,1:37.417,,,51,12
2008,Singapore Grand Prix,15,13,6,1,13.0,1,1:44.519,1:44.014,1:44.801,61,1
2008,Singapore Grand Prix,15,1,1,2,3.0,2,1:44.501,1:44.932,1:45.465,61,1
2008,Singapore Grand Prix,15,8,6,3,15.0,3,1:44.282,1:44.232,1:45.617,57,3
2008,Singapore Grand Prix,15,9,2,4,11.0,4,1:44.740,1:44.519,1:45.779,61,1
2008,Singapore Grand Prix,15,5,1,5,10.0,5,1:44.311,1:44.207,1:45.873,61,1
2008,Singapore Grand Prix,15,2,2,6,6.0,9,1:45.548,1:44.520,1:45.964,61,1
2008,Singapore Grand Prix,15,20,5,7,5.0,6,1:45.042,1:44.261,1:46.244,61,1
2008,Singapore Grand Prix,15,10,7,8,4.0,7,1:45.184,1:44.441,1:46.328,61,1
2008,Singapore Grand Prix,15,3,3,9,2.0,8,1:45.103,1:44.429,1:46.611,61,1
2008,Singapore Grand Prix,15,6,3,10,8.0,10,1:45.127,1:44.826,1:47.547,61,1
2008,Singapore Grand Prix,15,15,7,11,,11,1:45.642,1:45.038,,50,9
2008,Singapore Grand Prix,15,18,11,12,9.0,12,1:45.660,1:45.133,,61,1
2008,Singapore Grand Prix,15,17,9,13,,13,1:45.493,1:45.212,,29,7
2008,Singapore Grand Prix,15,14,9,14,7.0,14,1:46.028,1:45.298,,61,1
2008,Singapore Grand Prix,15,4,4,15,1.0,15,1:44.971,,,61,1
2008,Singapore Grand Prix,15,12,4,16,,16,1:46.037,,,13,3
2008,Singapore Grand Prix,15,7,5,17,12.0,17,1:46.389,,,61,1
2008,Singapore Grand Prix,15,22,11,18,,18,1:46.583,,,14,26
2008,Singapore Grand Prix,15,16,10,19,,19,1:47.940,,,49,3
2008,Singapore Grand Prix,15,21,10,20,14.0,20,,,,61,1
2008,Japanese Grand Prix,16,1,1,1,12.0,1,1:18.071,1:17.462,1:18.404,67,1
2008,Japanese Grand Prix,16,8,6,2,3.0,2,1:18.160,1:17.733,1:18.644,67,1
2008,Japanese Grand Prix,16,5,1,3,,3,1:18.220,1:17.360,1:18.821,16,5
2008,Japanese Grand Prix,16,4,4,4,1.0,4,1:18.290,1:17.871,1:18.852,67,1
