year,race_name,circuitId,driverId,constructorId,quali_position,race_position,grid,q1,q2,q3,laps,statusId
1995,German Grand Prix,10,86,30,24,,24,1:54.625,,,27,6
1995,Hungarian Grand Prix,11,71,3,1,1.0,1,1:16.982,,,77,1
1995,Hungarian Grand Prix,11,14,3,2,2.0,2,1:17.366,,,77,1
1995,Hungarian Grand Prix,11,30,22,3,11.0,3,1:17.558,,,73,5
1995,Hungarian Grand Prix,11,77,6,4,3.0,4,1:18.059,,,76,11
1995,Hungarian Grand Prix,11,57,1,5,,5,1:18.363,,,3,5
1995,Hungarian Grand Prix,11,55,6,6,,6,1:18.968,,,42,23
1995,Hungarian Grand Prix,11,56,17,7,,7,1:19.499,,,70,8
1995,Hungarian Grand Prix,11,84,27,8,,8,1:19.748,,,67,5
1995,Hungarian Grand Prix,11,65,22,9,4.0,9,1:20.072,,,76,11
1995,Hungarian Grand Prix,11,44,27,10,6.0,10,1:20.160,,,76,11
1995,Hungarian Grand Prix,11,49,15,11,5.0,11,1:20.413,,,76,11
1995,Hungarian Grand Prix,11,69,18,12,8.0,12,1:20.543,,,75,12
1995,Hungarian Grand Prix,11,87,1,13,,13,1:20.640,,,54,95
1995,Hungarian Grand Prix,11,22,17,14,7.0,14,1:20.902,,,76,11
1995,Hungarian Grand Prix,11,83,18,15,9.0,15,1:21.156,,,74,13
1995,Hungarian Grand Prix,11,63,25,16,,16,1:21.624,,,58,37
1995,Hungarian Grand Prix,11,79,25,17,,17,1:21.702,,,46,20
1995,Hungarian Grand Prix,11,89,29,18,,18,1:22.081,,,13,5
1995,Hungarian Grand Prix,11,96,15,19,10.0,19,1:22.161,,,74,13
1995,Hungarian Grand Prix,11,97,29,20,,20,1:23.275,,,45,23
1995,Hungarian Grand Prix,11,90,28,21,,21,1:24.351,,,8,6
1995,Hungarian Grand Prix,11,85,30,22,12.0,22,1:24.371,,,73,14
1995,Hungarian Grand Prix,11,64,28,23,,23,1:24.695,,,32,5
1995,Hungarian Grand Prix,11,86,30,24,,24,1:26.570,,,5,20
1995,Belgian Grand Prix,13,77,6,1,,1,1:54.392,,,22,10
1995,Belgian Grand Prix,13,55,6,2,,2,1:54.631,,,4,22
1995,Belgian Grand Prix,13,57,1,3,,3,1:55.435,,,1,20
1995,Belgian Grand Prix,13,65,22,4,7.0,4,1:56.085,,,44,1
1995,Belgian Grand Prix,13,14,3,5,,5,1:56.254,,,13,6
1995,Belgian Grand Prix,13,87,1,6,5.0,6,1:56.622,,,44,1
1995,Belgian Grand Prix,13,56,17,7,,7,1:57.001,,,21,42
1995,Belgian Grand Prix,13,71,3,8,2.0,8,1:57.768,,,44,1
1995,Belgian Grand Prix,13,44,27,9,9.0,9,1:58.021,,,44,1
1995,Belgian Grand Prix,13,49,15,10,4.0,10,1:58.148,,,44,1
1995,Belgian Grand Prix,13,63,25,11,8.0,11,1:58.224,,,44,1
1995,Belgian Grand Prix,13,22,17,12,6.0,12,1:58.293,,,44,1
1995,Belgian Grand Prix,13,84,27,13,3.0,13,1:58.314,,,44,1
1995,Belgian Grand Prix,13,96,15,14,11.0,14,1:58.356,,,43,11
1995,Belgian Grand Prix,13,79,25,15,,15,1:58.551,,,28,20
1995,Belgian Grand Prix,13,30,22,16,1.0,16,1:59.079,,,44,1
1995,Belgian Grand Prix,13,83,18,17,10.0,17,1:59.256,,,44,1
1995,Belgian Grand Prix,13,89,29,18,12.0,18,2:00.990,,,43,11
1995,Belgian Grand Prix,13,69,18,19,,19,2:01.013,,,23,20
1995,Belgian Grand Prix,13,97,29,20,,20,2:01.685,,,20,20
1995,Belgian Grand Prix,13,85,30,21,,21,2:02.405,,,18,60
1995,Belgian Grand Prix,13,90,28,22,14.0,22,2:03.817,,,42,12
1995,Belgian Grand Prix,13,86,30,23,,23,2:06.407,,,27,6
1995,Belgian Grand Prix,13,64,28,24,13.0,24,2:09.537,,,42,12
1995,Italian Grand Prix,14,14,3,1,,1,1:24.462,,,13,20
1995,Italian Grand Prix,14,30,22,2,,2,1:25.026,,,23,4
1995,Italian Grand Prix,14,77,6,3,,3,1:25.353,,,32,22
1995,Italian Grand Prix,14,71,3,4,,4,1:25.699,,,23,4
1995,Italian Grand Prix,14,55,6,5,,5,1:25.707,,,45,67
1995,Italian Grand Prix,14,22,17,6,,6,1:25.919,,,43,8
1995,Italian Grand Prix,14,57,1,7,2.0,7,1:25.920,,,53,1
1995,Italian Grand Prix,14,65,22,8,1.0,8,1:26.433,,,53,1
1995,Italian Grand Prix,14,87,1,9,4.0,9,1:26.472,,,53,1
1995,Italian Grand Prix,14,49,15,10,3.0,10,1:26.541,,,53,1
1995,Italian Grand Prix,14,84,27,11,,11,1:27.067,,,10,29
1995,Italian Grand Prix,14,56,17,12,,12,1:27.271,,,40,5
1995,Italian Grand Prix,14,44,27,13,,13,1:27.384,,,20,20
1995,Italian Grand Prix,14,96,15,14,6.0,14,1:28.741,,,52,11
1995,Italian Grand Prix,14,97,29,15,7.0,15,1:28.870,,,52,11
1995,Italian Grand Prix,14,63,25,16,5.0,16,1:29.028,,,52,11
1995,Italian Grand Prix,14,79,25,17,10.0,17,1:29.287,,,47,16
1995,Italian Grand Prix,14,69,18,18,,18,1:29.559,,,26,20
1995,Italian Grand Prix,14,83,18,19,,19,1:29.936,,,0,7
1995,Italian Grand Prix,14,89,29,20,8.0,20,1:30.515,,,52,11
1995,Italian Grand Prix,14,85,30,21,,21,1:30.721,,,0,3
1995,Italian Grand Prix,14,90,28,22,,22,1:30.834,,,0,3
1995,Italian Grand Prix,14,64,28,23,9.0,23,1:32.102,,,50,13
1995,Italian Grand Prix,14,86,30,24,,24,1:32.470,,,6,20
1995,Portuguese Grand Prix,27,14,3,1,1.0,1,1:20.537,,,71,1
1995,Portuguese Grand Prix,27,71,3,2,3.0,2,1:20.905,,,71,1
1995,Portuguese Grand Prix,27,30,22,3,2.0,3,1:21.301,,,71,1
1995,Portuguese Grand Prix,27,77,6,4,4.0,4,1:21.970,,,71,1
1995,Portuguese Grand Prix,27,49,15,5,6.0,5,1:22.226,,,70,11
1995,Portuguese Grand Prix,27,65,22,6,7.0,6,1:22.322,,,70,11
1995,Portuguese Grand Prix,27,55,6,7,5.0,7,1:22.391,,,71,1
1995,Portuguese Grand Prix,27,22,17,8,11.0,8,1:22.538,,,70,11
1995,Portuguese Grand Prix,27,84,27,9,8.0,9,1:22.588,,,70,11
1995,Portuguese Grand Prix,27,56,17,10,10.0,10,1:22.831,,,70,11
1995,Portuguese Grand Prix,27,44,27,11,,11,1:22.904,,,10,20
1995,Portuguese Grand Prix,27,87,1,12,9.0,12,1:22.914,,,70,11
1995,Portuguese Grand Prix,27,57,1,13,,13,1:23.064,,,44,5
1995,Portuguese Grand Prix,27,96,15,14,12.0,14,1:23.934,,,70,11
1995,Portuguese Grand Prix,27,63,25,15,13.0,15,1:23.936,,,69,12
1995,Portuguese Grand Prix,27,79,25,16,,16,1:24.287,,,0,4
1995,Portuguese Grand Prix,27,83,18,17,,17,1:24.657,,,7,6
1995,Portuguese Grand Prix,27,69,18,18,14.0,18,1:24.778,,,68,13
1995,Portuguese Grand Prix,27,89,29,19,15.0,19,1:24.883,,,68,13
1995,Portuguese Grand Prix,27,97,29,20,,20,1:25.179,,,0,6
1995,Portuguese Grand Prix,27,85,30,21,,21,1:26.172,,,53,6
1995,Portuguese Grand Prix,27,64,28,22,16.0,22,1:27.292,,,66,15
1995,Portuguese Grand Prix,27,90,28,23,17.0,23,1:27.523,,,64,17
1995,Portuguese Grand Prix,27,98,30,24,,24,1:32.769,,,14,68
1995,European Grand Prix,20,14,3,1,3.0,1,1:18.738,,,67,1
1995,European Grand Prix,20,71,3,2,,2,1:18.972,,,58,20
1995,European Grand Prix,20,30,22,3,1.0,3,1:19.150,,,67,1
1995,European Grand Prix,20,77,6,4,,4,1:19.821,,,40,10
1995,European Grand Prix,20,56,17,5,6.0,5,1:20.488,,,66,11
1995,European Grand Prix,20,55,6,6,2.0,6,1:20.510,,,67,1
1995,European Grand Prix,20,65,22,7,5.0,7,1:20.653,,,66,11
1995,European Grand Prix,20,49,15,8,,8,1:20.749,,,17,20
1995,European Grand Prix,20,57,1,9,8.0,9,1:20.866,,,65,12
1995,European Grand Prix,20,87,1,10,,10,1:20.909,,,14,3
1995,European Grand Prix,20,22,17,11,4.0,11,1:21.211,,,66,11
1995,European Grand Prix,20,84,27,12,7.0,12,1:21.541,,,66,11
1995,European Grand Prix,20,96,15,13,,13,1:22.059,,,44,4
1995,European Grand Prix,20,44,27,14,,14,1:22.062,,,14,20
1995,European Grand Prix,20,63,25,15,10.0,15,1:23.058,,,64,13
1995,European Grand Prix,20,83,18,16,9.0,16,1:23.328,,,64,13
1995,European Grand Prix,20,97,29,17,12.0,17,1:23.689,,,64,13
1995,European Grand Prix,20,69,18,18,11.0,18,1:23.760,,,64,13
1995,European Grand Prix,20,99,25,19,14.0,19,1:24.286,,,61,16
1995,European Grand Prix,20,85,30,20,,20,1:24.696,,,45,60
1995,European Grand Prix,20,89,29,21,,21,1:24.900,,,0,10
1995,European Grand Prix,20,64,28,22,13.0,22,1:25.157,,,62,15
1995,European Grand Prix,20,90,28,23,,23,1:26.098,,,22,86
1995,European Grand Prix,20,98,30,24,15.0,24,1:27.853,,,60,17
1995,Pacific Grand Prix,28,14,3,1,2.0,1,1:14.013,,,83,1
1995,Pacific Grand Prix,28,71,3,2,3.0,2,1:14.213,,,83,1
1995,Pacific Grand Prix,28,30,22,3,1.0,3,1:14.284,,,83,1
1995,Pacific Grand Prix,28,55,6,4,5.0,4,1:14.919,,,82,11
1995,Pacific Grand Prix,28,77,6,5,4.0,5,1:14.974,,,82,11
1995,Pacific Grand Prix,28,56,17,6,11.0,6,1:15.354,,,81,12
1995,Pacific Grand Prix,28,65,22,7,6.0,7,1:15.556,,,82,11
1995,Pacific Grand Prix,28,49,15,8,7.0,8,1:15.561,,,82,11
1995,Pacific Grand Prix,28,44,27,9,8.0,9,1:15.621,,,81,12
1995,Pacific Grand Prix,28,87,1,10,9.0,10,1:15.652,,,81,12
1995,Pacific Grand Prix,28,22,17,11,,11,1:15.774,,,67,10
1995,Pacific Grand Prix,28,76,1,12,10.0,12,1:16.339,,,81,12
1995,Pacific Grand Prix,28,88,27,13,,13,1:16.519,,,10,20
1995,Pacific Grand Prix,28,83,18,14,13.0,14,1:16.596,,,80,13
1995,Pacific Grand Prix,28,96,15,15,,15,1:16.646,,,7,20
1995,Pacific Grand Prix,28,69,18,16,15.0,16,1:16.887,,,80,13
1995,Pacific Grand Prix,28,79,25,17,14.0,17,1:17.014,,,80,13
1995,Pacific Grand Prix,28,63,25,18,12.0,18,1:17.213,,,80,13
1995,Pacific Grand Prix,28,81,29,19,,19,1:18.114,,,63,5
1995,Pacific Grand Prix,28,89,29,20,,20,1:18.212,,,38,10
1995,Pacific Grand Prix,28,64,28,21,17.0,21,1:19.579,,,77,16
1995,Pacific Grand Prix,28,90,28,22,16.0,22,1:19.745,,,78,15
1995,Pacific Grand Prix,28,85,30,23,,23,1:20.093,,,14,6
1995,Pacific Grand Prix,28,92,30,24,,24,1:21.405,,,2,6
1995,Japanese Grand Prix,22,30,22,1,1.0,1,1:38.023,,,53,1
1995,Japanese Grand Prix,22,55,6,2,,2,1:38.888,,,24,5
1995,Japanese Grand Prix,22,57,1,3,2.0,3,1:38.954,,,53,1
1995,Japanese Grand Prix,22,71,3,4,,4,1:39.032,,,40,20
1995,Japanese Grand Prix,22,77,6,5,,5,1:39.040,,,16,10
1995,Japanese Grand Prix,22,14,3,6,,6,1:39.155,,,39,20
1995,Japanese Grand Prix,22,56,17,7,4.0,7,1:39.621,,,53,1
1995,Japanese Grand Prix,22,49,15,8,8.0,8,1:40.010,,,52,11
1995,Japanese Grand Prix,22,65,22,9,3.0,9,1:40.349,,,53,1
1995,Japanese Grand Prix,22,22,17,10,,10,1:40.381,,,15,20
1995,Japanese Grand Prix,22,44,27,11,5.0,11,1:40.838,,,52,11
1995,Japanese Grand Prix,22,63,25,12,6.0,12,1:41.355,,,52,11
1995,Japanese Grand Prix,22,88,27,13,,0,1:41.592,,,0,3
1995,Japanese Grand Prix,22,79,25,14,,13,1:41.977,,,12,20
1995,Japanese Grand Prix,22,81,29,15,,14,1:42.059,,,0,20
1995,Japanese Grand Prix,22,91,15,16,10.0,15,1:42.912,,,51,12
1995,Japanese Grand Prix,22,83,18,17,11.0,16,1:43.102,,,51,12
1995,Japanese Grand Prix,22,69,18,18,9.0,17,1:43.542,,,51,12
1995,Japanese Grand Prix,22,89,29,19,12.0,18,1:44.074,,,51,12
1995,Japanese Grand Prix,22,85,30,20,,19,1:46.097,,,23,20
1995,Japanese Grand Prix,22,64,28,21,,20,1:46.654,,,32,20
1995,Japanese Grand Prix,22,90,28,22,,21,1:48.267,,,1,6
1995,Japanese Grand Prix,22,92,30,23,,22,1:48.289,,,6,86
1995,Japanese Grand Prix,22,87,1,24,7.0,23,16:42.640,,,52,11
1995,Australian Grand Prix,29,71,3,1,1.0,1,,,,81,1
1995,Australian Grand Prix,29,14,3,2,,2,,,,19,3
1995,Australian Grand Prix,29,30,22,3,,3,,,,25,4
1995,Australian Grand Prix,29,77,6,4,,4,,,,34,5
1995,Australian Grand Prix,29,55,6,5,,5,,,,23,4
1995,Australian Grand Prix,29,49,15,6,,6,,,,39,6
1995,Australian Grand Prix,29,22,17,7,,7,,,,20,20
1995,Australian Grand Prix,29,65,22,8,,8,,,,69,7
1995,Australian Grand Prix,29,56,17,9,,9,,,,62,5
1995,Australian Grand Prix,29,87,1,10,4.0,10,,,,79,12
1995,Australian Grand Prix,29,84,27,11,,11,,,,29,20
1995,Australian Grand Prix,29,44,27,12,2.0,12,,,,79,12
1995,Australian Grand Prix,29,81,29,13,3.0,13,,,,79,12
1995,Australian Grand Prix,29,63,25,14,5.0,14,,,,78,13
1995,Australian Grand Prix,29,69,18,15,,15,,,,0,10
1995,Australian Grand Prix,29,79,25,16,,16,,,,70,5
1995,Australian Grand Prix,29,83,18,17,6.0,17,,,,78,13
1995,Australian Grand Prix,29,91,15,18,,18,,,,8,68
1995,Australian Grand Prix,29,89,29,19,,19,,,,15,20
1995,Australian Grand Prix,29,90,28,20,,20,,,,21,20
1995,Australian Grand Prix,29,64,28,21,7.0,21,,,,77,14
1995,Australian Grand Prix,29,85,30,22,,22,,,,2,6
1995,Australian Grand Prix,29,92,30,23,8.0,23,,,,76,15
1995,Australian Grand Prix,29,57,1,24,,24,,,,0,73
1994,Brazilian Grand Prix,18,102,3,1,,1,1:15.962,,,55,20
1994,Brazilian Grand Prix,18,30,22,2,1.0,2,1:16.290,,,71,1
1994,Brazilian Grand Prix,18,55,6,3,3.0,3,1:17.385,,,70,11
1994,Brazilian Grand Prix,18,71,3,4,2.0,4,1:17.554,,,70,11
1994,Brazilian Grand Prix,18,49,15,5,,5,1:17.806,,,15,20
1994,Brazilian Grand Prix,18,81,29,6,,6,1:17.866,,,5,6
1994,Brazilian Grand Prix,18,91,15,7,6.0,7,1:17.927,,,69,12
1994,Brazilian Grand Prix,18,57,1,8,,8,1:18.122,,,13,5
1994,Brazilian Grand Prix,18,50,22,9,,9,1:18.183,,,34,4
1994,Brazilian Grand Prix,18,79,25,10,5.0,10,1:18.194,,,69,12
1994,Brazilian Grand Prix,18,104,29,11,,11,1:18.204,,,21,6
1994,Brazilian Grand Prix,18,87,25,12,,12,1:18.246,,,21,20
1994,Brazilian Grand Prix,18,100,33,13,9.0,13,1:18.321,,,68,13
1994,Brazilian Grand Prix,18,22,17,14,4.0,14,1:18.414,,,70,11
1994,Brazilian Grand Prix,18,94,18,15,8.0,15,1:18.659,,,69,12
1994,Brazilian Grand Prix,18,56,17,16,,16,1:18.751,,,34,4
1994,Brazilian Grand Prix,18,77,6,17,,17,1:18.855,,,5,5
1994,Brazilian Grand Prix,18,84,1,18,,18,1:18.864,,,34,4
1994,Brazilian Grand Prix,18,44,27,19,11.0,19,1:19.304,,,68,13
1994,Brazilian Grand Prix,18,103,27,20,,20,1:19.398,,,33,4
1994,Brazilian Grand Prix,18,65,32,21,7.0,21,1:19.483,,,69,12
1994,Brazilian Grand Prix,18,105,18,22,,22,1:19.517,,,7,5
1994,Brazilian Grand Prix,18,106,33,23,,23,1:19.524,,,2,3
1994,Brazilian Grand Prix,18,83,32,24,10.0,24,1:19.975,,,68,13
1994,Brazilian Grand Prix,18,92,30,25,,25,1:20.729,,,1,3
1994,Brazilian Grand Prix,18,101,31,26,12.0,26,1:21.186,,,67,14
1994,Pacific Grand Prix,28,102,3,1,,1,1:10.218,,,0,4
1994,Pacific Grand Prix,28,30,22,2,1.0,2,1:10.440,,,83,1
1994,Pacific Grand Prix,28,71,3,3,,3,1:10.771,,,49,7
1994,Pacific Grand Prix,28,57,1,4,,4,1:11.683,,,19,6
1994,Pacific Grand Prix,28,77,6,5,2.0,5,1:11.744,,,83,1
1994,Pacific Grand Prix,28,84,1,6,,6,1:12.351,,,67,25
1994,Pacific Grand Prix,28,78,6,7,,7,1:12.372,,,0,4
1994,Pacific Grand Prix,28,22,17,8,3.0,8,1:12.409,,,82,11
1994,Pacific Grand Prix,28,104,29,9,4.0,9,1:12.444,,,82,11
1994,Pacific Grand Prix,28,50,22,10,,10,1:12.554,,,54,20
1994,Pacific Grand Prix,28,49,15,11,5.0,11,1:12.686,,,82,11
1994,Pacific Grand Prix,28,87,25,12,,12,1:12.751,,,0,4
1994,Pacific Grand Prix,28,81,29,13,,13,1:12.866,,,69,5
1994,Pacific Grand Prix,28,79,25,14,,14,1:13.013,,,42,5
1994,Pacific Grand Prix,28,105,18,15,,15,1:13.016,,,69,4
1994,Pacific Grand Prix,28,100,33,16,6.0,16,1:13.111,,,80,13
1994,Pacific Grand Prix,28,94,18,17,,17,1:13.529,,,63,20
1994,Pacific Grand Prix,28,103,27,18,10.0,18,1:13.613,,,78,15
1994,Pacific Grand Prix,28,91,15,19,,19,1:13.855,,,69,4
1994,Pacific Grand Prix,28,88,17,20,,20,1:13.932,,,44,38
1994,Pacific Grand Prix,28,106,33,21,,21,1:14.101,,,14,10
1994,Pacific Grand Prix,28,44,27,22,9.0,22,1:14.106,,,78,15
1994,Pacific Grand Prix,28,65,32,23,7.0,23,1:14.424,,,80,13
1994,Pacific Grand Prix,28,83,32,24,8.0,24,1:14.657,,,79,14
1994,Pacific Grand Prix,28,101,31,25,,25,1:14.748,,,2,10
1994,Pacific Grand Prix,28,107,31,26,11.0,26,1:16.536,,,78,15
1994,San Marino Grand Prix,21,102,3,1,,1,1:21.548,,,5,3
1994,San Marino Grand Prix,21,30,22,2,1.0,2,1:21.885,,,58,1
1994,San Marino Grand Prix,21,77,6,3,,3,1:22.113,,,16,22
1994,San Marino Grand Prix,21,71,3,4,6.0,4,1:22.168,,,57,11
1994,San Marino Grand Prix,21,109,22,5,,5,1:22.717,,,0,4
1994,San Marino Grand Prix,21,78,6,6,2.0,6,1:22.841,,,58,1
1994,San Marino Grand Prix,21,49,15,7,7.0,7,1:23.119,,,57,11
1994,San Marino Grand Prix,21,57,1,8,3.0,8,1:23.140,,,58,1
1994,San Marino Grand Prix,21,79,25,9,5.0,9,1:23.322,,,57,11
1994,San Marino Grand Prix,21,91,15,10,4.0,10,1:23.347,,,58,1
1994,San Marino Grand Prix,21,81,29,11,,11,1:23.663,,,40,5
1994,San Marino Grand Prix,21,87,25,12,9.0,12,1:23.703,,,56,12
1994,San Marino Grand Prix,21,84,1,13,8.0,13,1:23.858,,,57,11
1994,San Marino Grand Prix,21,94,18,14,,14,1:24.078,,,37,20
1994,San Marino Grand Prix,21,105,18,15,,15,1:24.276,,,44,36
1994,San Marino Grand Prix,21,104,29,16,13.0,16,1:24.472,,,54,20
1994,San Marino Grand Prix,21,103,27,17,12.0,17,1:24.678,,,55,13
1994,San Marino Grand Prix,21,100,33,18,,18,1:24.852,,,5,54
1994,San Marino Grand Prix,21,44,27,19,11.0,19,1:24.996,,,56,12
1994,San Marino Grand Prix,21,65,32,20,10.0,20,1:25.114,,,56,12
1994,San Marino Grand Prix,21,110,17,21,,21,1:25.234,,,49,20
1994,San Marino Grand Prix,21,83,32,22,,22,1:25.295,,,0,4
1994,San Marino Grand Prix,21,106,33,23,,23,1:25.991,,,17,5
1994,San Marino Grand Prix,21,101,31,24,,24,1:26.817,,,27,20
1994,San Marino Grand Prix,21,92,30,25,,25,1:27.143,,,23,5
1994,San Marino Grand Prix,21,107,31,26,,0,1:27.584,,,0,3
1994,San Marino Grand Prix,21,108,30,27,,0,1:27.881,,,0,81
1994,San Marino Grand Prix,21,22,17,28,,0,,,,0,82
1994,Spanish Grand Prix,4,30,22,1,2.0,1,1:21.908,,,65,1
1994,Spanish Grand Prix,4,71,3,2,1.0,2,1:22.559,,,65,1
1994,Spanish Grand Prix,4,57,1,3,,3,1:22.660,,,48,5
1994,Spanish Grand Prix,4,109,22,4,,4,1:22.983,,,53,5
1994,Spanish Grand Prix,4,22,17,5,,5,1:23.594,,,39,20
1994,Spanish Grand Prix,4,55,6,6,4.0,6,1:23.700,,,64,11
1994,Spanish Grand Prix,4,77,6,7,,7,1:23.715,,,27,6
1994,Spanish Grand Prix,4,84,1,8,11.0,8,1:23.763,,,59,7
1994,Spanish Grand Prix,4,14,3,9,,9,1:23.782,,,32,10
1994,Spanish Grand Prix,4,79,25,10,,10,1:23.969,,,16,5
1994,Spanish Grand Prix,4,87,25,11,3.0,11,1:23.981,,,65,1
1994,Spanish Grand Prix,4,49,15,12,,12,1:24.254,,,21,6
1994,Spanish Grand Prix,4,56,17,13,6.0,13,1:24.930,,,64,11
1994,Spanish Grand Prix,4,105,18,14,,14,1:24.996,,,4,5
1994,Spanish Grand Prix,4,81,29,15,,15,1:25.018,,,24,69
1994,Spanish Grand Prix,4,100,33,16,,16,1:25.050,,,19,21
1994,Spanish Grand Prix,4,106,33,17,,17,1:25.161,,,0,5
1994,Spanish Grand Prix,4,94,18,18,5.0,18,1:25.247,,,64,11
1994,Spanish Grand Prix,4,44,27,19,7.0,19,1:25.577,,,63,12
1994,Spanish Grand Prix,4,103,27,20,8.0,20,1:25.766,,,62,13
1994,Spanish Grand Prix,4,104,29,21,,21,1:26.084,,,35,5
1994,Spanish Grand Prix,4,65,32,22,,22,1:26.397,,,41,20
1994,Spanish Grand Prix,4,70,32,23,9.0,23,1:27.685,,,62,13
1994,Spanish Grand Prix,4,101,31,24,10.0,24,1:28.151,,,61,14
1994,Spanish Grand Prix,4,92,30,25,,25,1:28.873,,,32,41
1994,Spanish Grand Prix,4,108,30,26,,26,1:30.657,,,2,20
1994,Canadian Grand Prix,7,30,22,1,1.0,1,1:26.178,,,69,1
1994,Canadian Grand Prix,7,55,6,2,3.0,2,1:26.277,,,69,1
1994,Canadian Grand Prix,7,77,6,3,4.0,3,1:27.059,,,69,1
1994,Canadian Grand Prix,7,71,3,4,2.0,4,1:27.094,,,69,1
1994,Canadian Grand Prix,7,14,3,5,5.0,5,1:27.211,,,68,11
1994,Canadian Grand Prix,7,22,17,6,7.0,6,1:27.554,,,68,11
1994,Canadian Grand Prix,7,57,1,7,,7,1:27.616,,,61,5
1994,Canadian Grand Prix,7,56,17,8,,8,1:27.780,,,40,20
1994,Canadian Grand Prix,7,79,25,9,,9,1:27.827,,,44,3
1994,Canadian Grand Prix,7,49,15,10,,10,1:27.977,,,5,20
1994,Canadian Grand Prix,7,81,29,11,,11,1:27.989,,,50,7
1994,Canadian Grand Prix,7,84,1,12,,12,1:28.197,,,3,10
1994,Canadian Grand Prix,7,87,25,13,10.0,13,1:28.579,,,67,20
1994,Canadian Grand Prix,7,110,15,14,,14,1:28.694,,,24,51
1994,Canadian Grand Prix,7,94,18,15,9.0,15,1:28.847,,,68,11
1994,Canadian Grand Prix,7,104,29,16,,16,1:28.882,,,68,2
1994,Canadian Grand Prix,7,65,32,17,8.0,17,1:28.889,,,68,11
1994,Canadian Grand Prix,7,105,18,18,11.0,18,1:28.903,,,67,12
1994,Canadian Grand Prix,7,44,27,19,12.0,19,1:28.950,,,67,12
1994,Canadian Grand Prix,7,109,22,20,6.0,20,1:28.993,,,68,11
1994,Canadian Grand Prix,7,100,33,21,,21,1:29.039,,,45,8
1994,Canadian Grand Prix,7,106,33,22,,22,1:29.403,,,57,5
1994,Canadian Grand Prix,7,70,32,23,15.0,23,1:30.160,,,62,17
1994,Canadian Grand Prix,7,103,27,24,13.0,24,1:30.493,,,66,13
1994,Canadian Grand Prix,7,101,31,25,14.0,25,1:31.632,,,65,14
1994,Canadian Grand Prix,7,92,30,26,,26,1:32.838,,,47,51
1994,French Grand Prix,8,71,3,1,2.0,1,1:16.282,,,72,1
1994,French Grand Prix,8,95,3,2,,2,1:16.359,,,45,6
1994,French Grand Prix,8,30,22,3,1.0,3,1:16.707,,,72,1
1994,French Grand Prix,8,55,6,4,,4,1:16.954,,,41,4
1994,French Grand Prix,8,77,6,5,3.0,5,1:16.959,,,72,1
1994,French Grand Prix,8,56,17,6,,6,1:17.441,,,24,6
1994,French Grand Prix,8,22,17,7,,7,1:17.482,,,41,4
1994,French Grand Prix,8,50,22,8,,8,1:17.645,,,25,20
1994,French Grand Prix,8,57,1,9,,9,1:17.768,,,48,5
1994,French Grand Prix,8,49,15,10,4.0,10,1:17.830,,,71,11
1994,French Grand Prix,8,110,15,11,6.0,11,1:17.866,,,70,12
1994,French Grand Prix,8,84,1,12,,12,1:18.031,,,29,5
1994,French Grand Prix,8,44,27,13,,13,1:18.044,,,28,4
1994,French Grand Prix,8,79,25,14,,14,1:18.192,,,53,20
1994,French Grand Prix,8,103,27,15,,15,1:18.236,,,40,6
1994,French Grand Prix,8,94,18,16,5.0,16,1:18.248,,,70,12
1994,French Grand Prix,8,87,25,17,10.0,17,1:18.381,,,67,15
1994,French Grand Prix,8,104,29,18,8.0,18,1:18.568,,,70,12
1994,French Grand Prix,8,65,32,19,7.0,19,1:18.715,,,70,12
1994,French Grand Prix,8,100,33,20,11.0,20,1:18.811,,,66,5
1994,French Grand Prix,8,105,18,21,,21,1:18.890,,,21,5
1994,French Grand Prix,8,81,29,22,,22,1:18.936,,,28,4
1994,French Grand Prix,8,70,32,23,,23,1:19.066,,,20,5
1994,French Grand Prix,8,101,31,24,,24,1:19.771,,,28,7
1994,French Grand Prix,8,106,33,25,,25,1:19.863,,,36,5
1994,French Grand Prix,8,111,31,26,9.0,26,1:21.829,,,68,14
1994,British Grand Prix,9,71,3,1,1.0,1,1:24.960,,,60,1
1994,British Grand Prix,9,30,22,2,,2,1:24.963,,,60,2
1994,British Grand Prix,9,77,6,3,,3,1:24.980,,,32,5
1994,British Grand Prix,9,55,6,4,2.0,4,1:25.541,,,60,1
1994,British Grand Prix,9,57,1,5,3.0,5,1:26.268,,,60,1
1994,British Grand Prix,9,22,17,6,4.0,6,1:26.271,,,60,1
1994,British Grand Prix,9,14,3,7,5.0,7,1:26.337,,,59,11
1994,British Grand Prix,9,79,25,8,6.0,8,1:26.414,,,59,11
1994,British Grand Prix,9,84,1,9,,9,1:26.768,,,0,5
1994,British Grand Prix,9,50,22,10,8.0,10,1:26.841,,,59,11
1994,British Grand Prix,9,87,25,11,,11,1:26.920,,,20,6
1994,British Grand Prix,9,56,17,12,,12,1:27.065,,,0,5
1994,British Grand Prix,9,49,15,13,7.0,13,1:27.284,,,59,11
1994,British Grand Prix,9,94,18,14,10.0,14,1:27.522,,,58,12
1994,British Grand Prix,9,44,27,15,12.0,15,1:27.785,,,58,12
1994,British Grand Prix,9,81,29,16,,16,1:27.886,,,5,5
1994,British Grand Prix,9,105,18,17,,17,1:28.100,,,48,5
1994,British Grand Prix,9,110,15,18,,18,1:28.212,,,11,5
1994,British Grand Prix,9,70,32,19,,19,1:28.225,,,4,5
